PlayerNBAId,PlayerNBAName,PlayerNBABirthDate,PlayerBREFId,PlayerBREFName,PlayerBREFBirthDate
1628221,Gabe York,1993-08-02,yorkga01,Gabe York,
1628238,Paris Bass,1995-08-29,basspa01,Paris Bass,
1628249,Mitchell Creek,1992-04-27,creekmi01,Mitch Creek,1992-04-27
1628365,Markelle Fultz,1998-05-29,fultzma01,Markelle Fultz,1998-05-29
1628366,Lonzo Ball,1997-10-27,balllo01,Lonzo Ball,1997-10-27
1628367,Josh Jackson,1997-02-10,jacksjo02,Josh Jackson,1997-02-10
1628368,De'Aaron Fox,1997-12-20,foxde01,De'Aaron Fox,1997-12-20
1628369,Jayson Tatum,1998-03-03,tatumja01,Jayson Tatum,1998-03-03
1628370,Malik Monk,1998-02-04,monkma01,Malik Monk,1998-02-04
1628371,Jonathan Isaac,1997-10-03,isaacjo01,Jonathan Isaac,1997-10-03
1628372,Dennis Smith Jr.,1997-11-25,smithde03,Dennis Smith,1997-11-25
1628373,Frank Ntilikina,1998-07-28,ntilila01,Frank Ntilikina,1998-07-28
1628374,Lauri Markkanen,1997-05-22,markkla01,Lauri Markkanen,1997-05-22
1628378,Donovan Mitchell,1996-09-07,mitchdo01,Donovan Mitchell,1996-09-07
1628379,Luke Kennard,1996-06-24,kennalu01,Luke Kennard,1996-06-24
1628380,Zach Collins,1997-11-19,colliza01,Zach Collins,1997-11-19
1628381,John Collins,1997-09-23,collijo01,John Collins,1997-09-23
1628382,Justin Jackson,1995-03-28,jacksju01,Justin Jackson,1995-03-28
1628383,Justin Patton,1997-06-14,pattoju01,Justin Patton,1997-06-14
1628384,OG Anunoby,1997-07-17,anunoog01,OG Anunoby,1997-07-17
1628385,Harry Giles III,1998-04-22,gilesha01,Harry Giles,1998-04-22
1628386,Jarrett Allen,1998-04-21,allenja01,Jarrett Allen,1998-04-21
1628387,Ike Anigbogu,1998-10-17,anigbik01,Ike Anigbogu,1998-10-17
1628388,TJ Leaf,1997-04-30,leaftj01,T.J. Leaf,1997-04-30
1628389,Bam Adebayo,1997-07-18,adebaba01,Bam Adebayo,1997-07-18
1628390,Terrance Ferguson,1998-05-17,fergute01,Terrance Ferguson,1998-05-17
1628391,D.J. Wilson,1996-02-19,wilsodj01,D.J. Wilson,1996-02-19
1628392,Isaiah Hartenstein,1998-05-05,harteis01,Isaiah Hartenstein,1998-05-05
1628393,Jawun Evans,1996-07-26,evansja01,Jawun Evans,1996-07-26
1628394,Anzejs Pasecniks,1995-12-20,pasecan01,Anzejs Pasecniks,
1628395,Jordan Bell,1995-01-07,belljo01,Jordan Bell,1995-01-07
1628396,Tony Bradley,1998-01-08,bradlto01,Tony Bradley,1998-01-08
1628397,Ivan Rabb,1997-02-04,rabbiv01,Ivan Rabb,1997-02-04
1628398,Kyle Kuzma,1995-07-24,kuzmaky01,Kyle Kuzma,1995-07-24
1628399,Tyler Lydon,1996-04-09,lydonty01,Tyler Lydon,1996-04-09
1628400,Semi Ojeleye,1994-12-05,ojelese01,Semi Ojeleye,1994-12-05
1628401,Derrick White,1994-07-02,whitede01,Derrick White,1994-07-02
1628402,Frank Jackson,1998-05-04,jacksfr01,Frank Jackson,1998-05-04
1628403,Caleb Swanigan,1997-04-18,swanica01,Caleb Swanigan,1997-04-18
1628404,Josh Hart,1995-03-06,hartjo01,Josh Hart,1995-03-06
1628405,Johnathan Motley,1995-05-04,motlejo01,Johnathan Motley,1995-05-04
1628407,Dwayne Bacon,1995-08-30,bacondw01,Dwayne Bacon,1995-08-30
1628408,PJ Dozier,1996-10-25,doziepj01,PJ Dozier,1996-10-25
1628409,Alec Peters,1995-04-13,peteral01,Alec Peters,1995-04-13
1628410,Edmond Sumner,1995-12-31,sumneed01,Edmond Sumner,1995-12-31
1628411,Wes Iwundu,1994-12-20,iwundwe01,Wesley Iwundu,1994-12-20
1628412,Frank Mason,1994-04-03,masonfr01,Frank Mason,1994-04-03
1628413,Jonah Bolden,1996-01-02,boldejo01,Jonah Bolden,1996-01-02
1628414,Sindarius Thornwell,1994-11-15,thornsi01,Sindarius Thornwell,1994-11-15
1628415,Dillon Brooks,1996-01-22,brookdi01,Dillon Brooks,1996-01-22
1628416,Tyler Dorsey,1996-02-18,dorsety01,Tyler Dorsey,1996-02-18
1628417,Jaron Blossomgame,1993-09-16,blossja01,Jaron Blossomgame,1993-09-16
1628418,Thomas Bryant,1997-07-31,bryanth01,Thomas Bryant,1997-07-31
1628419,Cameron Oliver,1996-07-11,oliveca01,Cameron Oliver,
1628420,Monte Morris,1995-06-27,morrimo01,Monte Morris,1995-06-27
1628421,Devin Robinson,1995-03-07,robinde01,Devin Robinson,1995-03-07
1628422,Damyean Dotson,1994-05-06,dotsoda01,Damyean Dotson,1994-05-06
1628424,Kobi Simmons,1997-07-04,simmoko01,Kobi Simmons,1997-07-04
1628425,Sterling Brown,1995-02-10,brownst02,Sterling Brown,1995-02-10
1628427,Vlatko Cancar,1997-04-10,cancavl01,Vlatko Cancar,
1628429,Charles Cooke,1994-07-01,cookech01,Charles Cooke,1994-07-01
1628430,Nigel Williams-Goss,1994-09-16,willini01,Nigel Williams-Goss,
1628432,Davon Reed,1995-06-11,reedda01,Davon Reed,1995-06-11
1628436,Luke Kornet,1995-07-15,kornelu01,Luke Kornet,1995-07-15
1628439,Isaiah Hicks,1994-07-24,hicksis01,Isaiah Hicks,1994-07-24
1628443,Kadeem Allen,1993-01-15,allenka01,Kadeem Allen,1993-01-15
1628444,Jabari Bird,1994-07-03,birdja01,Jabari Bird,1994-07-03
1628449,Chris Boucher,1993-01-11,bouchch01,Chris Boucher,1993-01-11
1628450,Eric Mika,1995-01-05,mikaer01,Eric Mika,
1628451,Jacob Wiley,1994-09-04,wileyja01,Jacob Wiley,1994-09-04
1628455,Mike James,1990-08-18,jamesmi02,Mike James,1990-08-18
1628462,Milos Teodosic,1987-03-19,teodomi01,Milo Teodosic,1987-03-19
1628463,Tyler Cavanaugh,1994-02-09,cavanty01,Tyler Cavanaugh,1994-02-09
1628464,Daniel Theis,1992-04-04,theisda01,Daniel Theis,1992-04-04
1628467,Maxi Kleber,1992-01-29,klebima01,Maxi Kleber,1992-01-29
1628469,Antonio Blakeney,1996-10-04,blakean01,Antonio Blakeney,1996-10-04
1628470,Torrey Craig,1990-12-19,craigto01,Torrey Craig,1990-12-19
1628475,Matt Williams Jr.,1993-10-14,willima05,Matt Williams,1993-10-14
1628476,Derrick Walton Jr.,1995-04-03,waltode01,Derrick Walton,1995-04-03
1628492,Gian Clavell,1993-11-26,clavegi01,Gian Clavell,1993-11-26
1628493,Mangok Mathiang,1992-10-08,mathima01,Mangok Mathiang,1992-10-08
1628495,Milton Doyle,1993-10-31,doylemi01,Milton Doyle,1993-10-31
1628499,Antonius Cleveland,1994-02-02,clevean01,Antonius Cleveland,1994-02-02
1628500,Ben Moore,1995-05-13,moorebe01,Ben Moore,1995-05-13
1628502,Nigel Hayes,1994-12-16,hayesni01,Nigel Hayes,1994-12-16
1628503,Jamel Artis,1993-01-12,artisja01,Jamel Artis,1993-01-12
1628504,Xavier Rathan-Mayes,1994-04-29,rathaxa01,Xavier Rathan-Mayes,1994-04-29
1628505,Troy Caupain,1995-11-29,caupatr01,Troy Caupain,1995-11-29
1628506,London Perrantes,1994-10-03,perralo01,London Perrantes,1994-10-03
1628510,Andrew White III,1993-06-16,whitean01,Andrew White,1993-06-16
1628513,Naz Mitrou-Long,1993-08-03,mitrona01,Naz Mitrou-Long,1993-08-03
1628515,Isaiah Briscoe,1996-04-13,briscis01,Isaiah Briscoe,1996-04-13
1628518,Amile Jefferson,1993-05-07,jeffeam01,Amile Jefferson,1993-05-07
1628537,Jaylen Morris,1995-09-19,morrija01,Jaylen Morris,1995-09-19
1628539,Mychal Mulder,1994-06-12,muldemy01,Mychal Mulder,
1628571,Erik McCree,1993-12-20,mccreer01,Erik McCree,1993-12-20
1628578,Amida Brimah,1994-02-11,brimaam01,Amida Brimah,
1628591,Craig Sword,1994-01-16,swordcr01,Craig Sword,
1628605,Dusty Hannahs,1993-09-02,hannadu01,Dusty Hannahs,1993-09-02
1628656,Billy Garrett,1994-10-16,garrebi01,Billy Garrett,1994-10-16
1628681,Rodney Purvis,1994-02-14,purviro01,Rodney Purvis,1994-02-14
1628769,Tahjere McCall,1994-08-17,mccalta01,Tahjere McCall,1994-08-17
1628778,Paul Watson,1994-12-30,watsopa01,Paul Watson,
1628935,Aaron Jackson,1986-05-06,jacksaa01,Aaron Jackson,1986-05-06
1628959,Rawle Alkins,1997-10-29,alkinra01,Rawle Alkins,1997-10-29
1628960,Grayson Allen,1995-10-08,allengr01,Grayson Allen,1995-10-08
1628961,Kostas Antetokounmpo,1997-11-20,antetko01,Kostas Antetokounmpo,1997-11-20
1628962,Udoka Azubuike,1999-09-17,azubuud01,Udoka Azubuike,
1628963,Marvin Bagley III,1999-03-14,baglema01,Marvin Bagley,1999-03-14
1628964,Mo Bamba,1998-05-12,bambamo01,Mo Bamba,1998-05-12
1628966,Keita Bates-Diop,1996-01-23,bateske01,Keita Bates-Diop,1996-01-23
1628968,Brian Bowen II,1998-10-02,bowenbr02,Brian Bowen,
1628969,Mikal Bridges,1996-08-30,bridgmi01,Mikal Bridges,1996-08-30
1628970,Miles Bridges,1998-03-21,bridgmi02,Miles Bridges,1998-03-21
1628971,Bruce Brown,1996-08-15,brownbr01,Bruce Brown,1996-08-15
1628972,Troy Brown Jr.,1999-07-28,browntr01,Troy Brown,1999-07-28
1628973,Jalen Brunson,1996-08-31,brunsja01,Jalen Brunson,1996-08-31
1628975,Jevon Carter,1995-09-14,carteje01,Jevon Carter,1995-09-14
1628976,Wendell Carter Jr.,1999-04-16,cartewe01,Wendell Carter,1999-04-16
1628977,Hamidou Diallo,1998-07-31,diallha01,Hamidou Diallo,1998-07-31
1628978,Donte DiVincenzo,1997-01-31,divindo01,Donte DiVincenzo,1997-01-31
1628979,Trevon Duval,1998-08-03,duvaltr01,Trevon Duval,1998-08-03
1628980,Jacob Evans,1997-06-18,evansja02,Jacob Evans,1997-06-18
1628981,Bruno Fernando,1998-08-15,fernabr01,Bruno Fernando,
1628982,Melvin Frazier Jr.,1996-08-30,frazime01,Melvin Frazier,1996-08-30
1628983,Shai Gilgeous-Alexander,1998-07-12,gilgesh01,Shai Gilgeous-Alexander,1998-07-12
1628984,Devonte' Graham,1995-02-22,grahade01,Devonte' Graham,1995-02-22
1628985,Devon Hall,1995-07-07,hallde01,Devon Hall,
1628987,Kevin Hervey,1996-07-09,herveke01,Kevin Hervey,
1628988,Aaron Holiday,1996-09-30,holidaa01,Aaron Holiday,1996-09-30
1628989,Kevin Huerter,1998-08-27,huertke01,Kevin Huerter,1998-08-27
1628990,Chandler Hutchison,1996-04-26,hutchch01,Chandler Hutchison,1996-04-26
1628991,Jaren Jackson Jr.,1999-09-15,jacksja02,Jaren Jackson,1999-09-15
1628993,Alize Johnson,1996-04-22,johnsal02,Alize Johnson,1996-04-22
1628994,George King,1994-01-15,kingge03,George King,1994-01-15
1628995,Kevin Knox,1999-08-11,knoxke01,Kevin Knox,1999-08-11
1628997,Caleb Martin,1995-09-28,martica02,Caleb Martin,
1628998,Cody Martin,1995-09-28,martico01,Cody Martin,
1628999,Yante Maten,1996-08-14,matenya01,Yante Maten,1996-08-14
1629001,De'Anthony Melton,1998-05-28,meltode01,De'Anthony Melton,1998-05-28
1629002,Chimezie Metu,1997-03-22,metuch01,Chimezie Metu,1997-03-22
1629003,Shake Milton,1996-09-26,miltosh01,Shake Milton,1996-09-26
1629004,Svi Mykhailiuk,1997-06-10,mykhasv01,Sviatoslav Mykhailiuk,1997-06-10
1629005,Malik Newman,1997-02-21,newmama01,Malik Newman,
1629006,Josh Okogie,1998-09-01,okogijo01,Josh Okogie,1998-09-01
1629007,Jontay Porter,1999-11-15,portejo01,Jontay Porter,
1629008,Michael Porter Jr.,1998-06-29,portemi01,Michael Porter Jr.,
1629010,Jerome Robinson,1997-02-22,robinje01,Jerome Robinson,1997-02-22
1629011,Mitchell Robinson,1998-04-01,robinmi01,Mitchell Robinson,1998-04-01
1629012,Collin Sexton,1999-01-04,sextoco01,Collin Sexton,1999-01-04
1629013,Landry Shamet,1997-03-13,shamela01,Landry Shamet,1997-03-13
1629014,Anfernee Simons,1999-06-08,simonan01,Anfernee Simons,1999-06-08
1629015,Zhaire Smith,1999-06-04,smithzh01,Zhaire Smith,1999-06-04
1629016,Omari Spellman,1997-07-21,spellom01,Omari Spellman,1997-07-21
1629017,Khyri Thomas,1996-05-08,thomakh01,Khyri Thomas,1996-05-08
1629018,Gary Trent Jr.,1999-01-18,trentga02,Gary Trent,1999-01-18
1629019,Allonzo Trier,1996-01-17,trieral01,Allonzo Trier,1996-01-17
1629020,Jarred Vanderbilt,1999-04-03,vandeja01,Jarred Vanderbilt,1999-04-03
1629021,Moritz Wagner,1997-04-26,wagnemo01,Moritz Wagner,1997-04-26
1629022,Lonnie Walker IV,1998-12-14,walkelo01,Lonnie Walker,1998-12-14
1629023,P.J. Washington,1998-08-23,washipj01,P.J. Washington,
1629026,Kenrich Williams,1994-12-02,willike04,Kenrich Williams,1994-12-02
1629027,Trae Young,1998-09-19,youngtr01,Trae Young,1998-09-19
1629028,Deandre Ayton,1998-07-23,aytonde01,Deandre Ayton,1998-07-23
1629029,Luka Doncic,1999-02-28,doncilu01,Luka Doncic,1999-02-28
1629033,Theo Pinson,1995-11-05,pinsoth01,Theo Pinson,1995-11-05
1629034,Ray Spalding,1997-03-11,spaldra01,Ray Spalding,1997-03-11
1629035,Carsen Edwards,1998-03-12,edwarca01,Carsen Edwards,
1629044,Shamorie Ponds,1998-06-29,pondssh01,Shamorie Ponds,
1629045,Bonzie Colson,1996-01-12,colsobo01,Bonzie Colson,1996-01-12
1629048,Goga Bitadze,1999-07-20,bitadgo01,Goga Bitadze,
1629052,Oshae Brissett,1998-06-20,brissos01,Oshae Brissett,
1629053,Vincent Edwards,1996-04-05,edwarvi01,Vince Edwards,1996-04-05
1629055,Donte Grantham,1995-03-19,grantdo01,Donte Grantham,1995-03-19
1629056,Terence Davis,1997-05-16,daviste02,Terence Davis,
1629057,Robert Williams III,1997-10-17,williro04,Robert Williams,1997-10-17
1629058,Dzanan Musa,1999-05-08,musadz01,Danan Musa,1999-05-08
1629059,Elie Okobo,1997-10-23,okoboel01,Elie Okobo,1997-10-23
1629060,Rui Hachimura,1998-02-08,hachiru01,Rui Hachimura,
1629061,Deng Adel,1997-02-01,adelde01,Deng Adel,1997-02-01
1629065,Ky Bowman,1997-06-16,bowmaky01,Ky Bowman,
1629066,Rodions Kurucs,1998-02-05,kurucro01,Rodions Kurucs,1998-02-05
1629067,Isaac Bonga,1999-11-08,bongais01,Isaac Bonga,1999-11-08
1629076,Tyler Cook,1997-09-23,cookty01,Tyler Cook,
1629083,Arnoldas Kulboka,1998-01-04,kulboar01,Arnoldas Kulboka,
1629091,Elijah Bryant,1995-04-19,bryanel01,Elijah Bryant,
1629093,Tyler Davis,1997-05-22,davisty01,Tyler Davis,1997-05-22
1629094,Marcus Derrickson,1996-02-01,derrima01,Marcus Derrickson,1996-02-01
1629102,Brandon Sampson,1997-05-01,sampsbr01,Brandon Sampson,1997-05-01
1629103,Kelan Martin,1995-08-03,martike03,Kelan Martin,
1629109,Gary Clark,1994-11-16,clarkga01,Gary Clark,1994-11-16
1629111,Jock Landale,1995-10-25,landajo01,Jock Landale,
1629116,Angel Delgado,1994-11-20,delgaan01,Angel Delgado,1994-11-20
1629117,Wenyen Gabriel,1997-03-26,gabriwe01,Wenyen Gabriel,
1629118,Thomas Welsh,1996-02-03,welshth01,Thomas Welsh,1996-02-03
1629121,Jaylen Adams,1996-05-04,adamsja01,Jaylen Adams,1996-05-04
1629122,J.P. Macura,1995-06-05,macurjp01,J.P. Macura,1995-06-05
1629123,Jared Terrell,1995-02-10,terreja01,Jared Terrell,1995-02-10
1629126,Deonte Burton,1994-01-31,burtode02,Deonte Burton,1994-01-31
1629129,Trevon Bluiett,1994-11-04,bluietr01,Trevon Bluiett,
1629130,Duncan Robinson,1994-04-22,robindu01,Duncan Robinson,1994-04-22
1629133,Daryl Macon,1995-11-29,maconda01,Daryl Macon,1995-11-29
1629134,Kendrick Nunn,1995-08-03,nunnke01,Kendrick Nunn,
1629139,Yuta Watanabe,1994-10-13,watanyu01,Yuta Watanabe,1994-10-13
1629140,Johnathan Williams,1995-05-22,willijo04,Johnathan Williams,1995-05-22
1629147,Joe Chealey,1995-11-01,chealjo01,Joe Chealey,1995-11-01
1629150,Emanuel Terry,1996-08-21,terryem01,Emanuel Terry,1996-08-21
1629151,Ryan Broekhoff,1990-08-23,broekry01,Ryan Broekhoff,1990-08-23
1629152,DeVaughn Akoon-Purcell,1993-06-05,akoonde01,DeVaughn Akoon-Purcell,1993-06-05
1629155,Zach Lofton,1992-11-18,loftoza01,Zach Lofton,1992-11-18
1629162,Jordan McLaughlin,1996-04-09,mclaujo01,Jordan McLaughlin,
1629164,Brandon Goodwin,1995-10-02,goodwbr01,Brandon Goodwin,1995-10-02
1629168,BJ Johnson,1995-12-21,johnsbj01,B.J. Johnson,1995-12-21
1629185,Chris Chiozza,1995-11-25,chiozch01,Chris Chiozza,1995-11-25
1629203,Jemerrio Jones,1995-04-09,jonesje01,Jemerrio Jones,1995-04-09
1629216,Gabe Vincent,1996-06-14,vincega01,Gabe Vincent,
1629234,Drew Eubanks,1997-02-01,eubandr01,Drew Eubanks,1997-02-01
1629244,Cameron Reynolds,1995-02-07,reynoca01,Cameron Reynolds,1995-02-07
1629308,Juan Toscano-Anderson,1993-04-10,toscaju01,Juan Toscano-Anderson,
1629309,Trayvon Palmer,1994-11-13,palmetr01,Trayvon Palmer,
1629312,Haywood Highsmith,1996-12-09,highsha01,Haywood Highsmith,1996-12-09
1629341,Tarik Phillip,1993-08-10,phillta01,Tarik Phillip,
1629346,Alen Smailagic,2000-08-18,smailal01,Alen Smailagic,
1629353,Isaac Humphries,1998-01-05,humphis01,Isaac Humphries,1998-01-05
1629541,Dairis Bertans,1989-09-09,bertada02,Dairis Bertans,1989-09-09
1629597,Zylan Cheatham,1995-11-17,cheatzy01,Zylan Cheatham,
1629598,Chris Clemons,1997-07-23,clemoch01,Chris Clemons,
1629599,Amir Coffey,1997-06-17,coffeam01,Amir Coffey,
1629600,Jarron Cumberland,1997-09-22,cumbeja01,Jarron Cumberland,
1629602,Javin DeLaurier,1998-04-07,delauja01,Javin DeLaurier,
1629603,Mamadi Diakite,1997-01-21,diakima01,Mamadi Diakite,
1629604,CJ Elleby,2000-06-16,ellebcj01,CJ Elleby,
1629605,Tacko Fall,1995-12-10,fallta01,Tacko Fall,
1629606,Robert Franks,1996-12-18,frankro01,Robert Franks,
1629607,Jared Harper,1997-09-14,harpeja01,Jared Harper,
1629608,Dewan Hernandez,1996-12-09,hernade01,Dewan Hernandez,
1629610,DaQuan Jeffries,1997-08-30,jeffrda01,DaQuan Jeffries,
1629611,Terance Mann,1996-10-18,mannte01,Terance Mann,
1629614,Andrew Nembhard,,nembhan01,Andrew Nembhard,2000-01-16
1629617,Reggie Perry,2000-03-21,perryre01,Reggie Perry,
1629619,Myles Powell,1997-07-07,powelmy01,Myles Powell,
1629620,Justin Robinson,1997-10-12,robinju01,Justin Robinson,
1629621,Marial Shayok,1995-07-26,shayoma01,Marial Shayok,
1629622,Max Strus,1996-03-28,strusma01,Max Strus,
1629623,Lindell Wigginton,1998-03-28,wiggili01,Lindell Wigginton,
1629624,Kenny Wooten,1998-04-17,wooteke01,Kenny Wooten,
1629625,Justin Wright-Foreman,1997-10-27,wrighju02,Justin Wright-Foreman,
1629626,Bol Bol,1999-11-16,bolbo01,Bol Bol,
1629627,Zion Williamson,2000-07-06,willizi01,Zion Williamson,
1629628,RJ Barrett,2000-06-14,barrerj01,RJ Barrett,
1629629,Cam Reddish,1999-09-01,reddica01,Cam Reddish,
1629630,Ja Morant,1999-08-10,moranja01,Ja Morant,
1629631,De'Andre Hunter,1997-12-02,huntede01,De'Andre Hunter,
